Date,ID,Latitude,Longitude,y_proj,x_proj,SM1,P1,SM2,P2,SM3,P3,SM4,P4,SM5,P5,SM6,P6,SM7,P7,Average,SD
4/19/13,HF042,42.43912825,-76.24785086,4699287.3,397368.95,32,0.99,30,0.98,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,31.33333333,1.154700538
5/16/13,HF042,42.43912825,-76.24785086,4699287.3,397368.95,17,0.9,17,0.9,21,0.92,NA,NA,NA,NA,NA,NA,NA,NA,18.33333333,2.309401077
6/27/13,HF042,42.43912825,-76.24785086,4699287.295,397368.9491,20,0.92,19,0.91,14,0.88,15,0.89,20,0.92,NA,NA,NA,NA,17.6,2.880972058
7/18/13,HF042,42.43912825,-76.24785086,4699287.295,397368.9491,11,0.85,13,0.87,13,0.87,NA,NA,NA,NA,NA,NA,NA,NA,12.33333333,1.154700538
8/15/13,HF042,42.43912825,-76.24785086,4699287.295,397368.9491,31,0.98,34,1,33,1,NA,NA,NA,NA,NA,NA,NA,NA,32.66666667,1.527525232
10/26/13,HF042,42.43912825,-76.24785086,4699287.295,397368.9491,39,1.03,40,1.03,38,1.02,NA,NA,NA,NA,NA,NA,NA,NA,39,1
11/9/12,HF043,42.43799762,-76.24657396,4699163.396,397468.242,44,1.06,42,1.04,48,1.08,43,1.05,53,1.1,NA,NA,NA,NA,46,4.527692569
11/16/12,HF043,42.43799762,-76.24657396,4699163.396,397468.242,45,1.06,46,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,0.707106781
11/30/12,HF043,42.43799762,-76.24657396,4699163.396,397468.242,44,1.05,45,1.06,49,1.08,NA,NA,NA,NA,NA,NA,NA,NA,46,2.645751311
4/19/13,HF043,42.43799762,-76.24657396,4699163.4,397468.24,41,1.04,46,1.07,41,1.04,44,1.05,NA,NA,NA,NA,NA,NA,43,2.449489743
5/16/13,HF043,42.43799762,-76.24657396,4699163.4,397468.24,21,0.92,21,0.93,23,0.93,NA,NA,NA,NA,NA,NA,NA,NA,21.66666667,1.154700538
6/27/13,HF043,42.43799762,-76.24657396,4699163.396,397468.242,27,0.96,26,0.95,27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,26.66666667,0.577350269
7/18/13,HF043,42.43799762,-76.24657396,4699163.396,397468.242,22,0.93,20,0.91,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,22.33333333,2.516611478
8/15/13,HF043,42.43799762,-76.24657396,4699163.396,397468.242,48,1.08,49,1.08,45,1.06,NA,NA,NA,NA,NA,NA,NA,NA,47.33333333,2.081665999
10/26/13,HF043,42.43799762,-76.24657396,4699163.396,397468.242,40,1.03,46,1.06,42,1.04,43,1.05,NA,NA,NA,NA,NA,NA,42.75,2.5
11/9/12,HF045,42.43294149,-76.24084284,4698591.87,397935.301,26,0.95,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,0.707106781
11/30/12,HF045,42.43294149,-76.24084284,4698591.87,397935.301,20,0.92,23,0.94,19,0.91,NA,NA,NA,NA,NA,NA,NA,NA,20.666667,2.081665999
4/19/13,HF045,42.43294149,-76.24084284,4698591.87,397935.3,23,0.93,20,0.91,21,0.92,NA,NA,NA,NA,NA,NA,NA,NA,21.33333333,1.527525232
5/16/13,HF045,42.43294149,-76.24084284,4698591.87,397935.3,17,0.9,12,0.87,13,0.87,13,0.87,NA,NA,NA,NA,NA,NA,13.75,2.217355783
6/27/13,HF045,42.43294149,-76.24084284,4698591.87,397935.301,16,0.89,13,0.87,14,0.96,NA,NA,NA,NA,NA,NA,NA,NA,14.33333333,1.527525232
7/18/13,HF045,42.43294149,-76.24084284,4698591.87,397935.301,10,0.85,12,0.86,10,0.85,NA,NA,NA,NA,NA,NA,NA,NA,10.66666667,1.154700538
8/15/13,HF045,42.43294149,-76.24084284,4698591.87,397935.301,26,0.95,24,0.94,23,0.93,NA,NA,NA,NA,NA,NA,NA,NA,24.33333333,1.527525232
10/26/13,HF045,42.43294149,-76.24084284,4698591.87,397935.301,22,0.93,22,0.93,21,0.92,NA,NA,NA,NA,NA,NA,NA,NA,21.66666667,0.577350269
11/9/12,HF046,42.43374514,-76.24845092,4698690.281,397310.8057,20,0.91,14,0.88,15,0.88,NA,NA,NA,NA,NA,NA,NA,NA,16.333333,3.214550254
4/19/13,HF046,42.43374514,-76.24845092,4698690.28,397310.81,23,0.94,26,0.96,23,0.94,NA,NA,NA,NA,NA,NA,NA,NA,24,1.732050808
5/16/13,HF046,42.43374514,-76.24845092,4698690.28,397310.81,13,0.87,16,0.89,14,0.87,NA,NA,NA,NA,NA,NA,NA,NA,14.33333333,1.527525232
6/27/13,HF046,42.43374514,-76.24845092,4698690.281,397310.8057,6,0.86,4,0.84,6,0.96,NA,NA,NA,NA,NA,NA,NA,NA,5.333333333,1.154700538
6/27/13,HF046,42.43374514,-76.24845092,4698690.281,397310.8057,10,0.86,7,0.84,10,0.86,NA,NA,NA,NA,NA,NA,NA,NA,9,1.732050808
7/18/13,HF046,42.43374514,-76.24845092,4698690.281,397310.8057,9,0.84,9,0.84,9,0.84,NA,NA,NA,NA,NA,NA,NA,NA,9,0
8/15/13,HF046,42.43374514,-76.24845092,4698690.281,397310.8057,11,0.86,13,0.87,16,0.89,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,2.516611478
10/26/13,HF046,42.43374514,-76.24845092,4698690.281,397310.8057,17,0.89,18,0.9,17,0.89,NA,NA,NA,NA,NA,NA,NA,NA,17.33333333,0.577350269
11/9/12,HF056,42.43719631,-76.24794734,4699072.889,397357.8604,41,1.04,40,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,0.707106781
11/30/12,HF056,42.43719631,-76.24794734,4699072.889,397357.8604,36,1.01,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,4.949747468
4/19/13,HF056,42.43719631,-76.24794734,4699072.89,397357.86,26,0.95,28,0.96,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,28,2
5/16/13,HF056,42.43719631,-76.24794734,4699072.89,397357.86,14,0.88,16,0.89,18,0.91,16,0.89,NA,NA,NA,NA,NA,NA,16,1.632993162
6/27/13,HF056,42.43719631,-76.24794734,4699072.889,397357.8604,15,0.89,7,0.84,9,0.84,NA,NA,NA,NA,NA,NA,NA,NA,10.33333333,4.163331999
7/18/13,HF056,42.43719631,-76.24794734,4699072.889,397357.8604,11,0.86,11,0.86,13,0.87,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,1.154700538
8/15/13,HF056,42.43719631,-76.24794734,4699072.889,397357.8604,22,0.93,27,0.96,29,0.97,30,0.98,NA,NA,NA,NA,NA,NA,27,3.559026084
10/26/13,HF056,42.43719631,-76.24794734,4699072.889,397357.8604,34,1,35,1.01,34,1,NA,NA,NA,NA,NA,NA,NA,NA,34.33333333,0.577350269
11/9/12,HF057,42.43719019,-76.24793937,4699072.2,397358.506,30,0.98,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0
11/30/12,HF058,42.43780701,-76.26294038,4699158.938,396125.6903,54,1.11,52,1.09,53,1.1,NA,NA,NA,NA,NA,NA,NA,NA,53,1
5/16/13,HF058,42.43780701,-76.26294038,4699158.94,396125.69,21,0.92,19,0.91,23,0.93,NA,NA,NA,NA,NA,NA,NA,NA,21,2
6/27/13,HF058,42.43780701,-76.26294038,4699158.938,396125.6903,46,1.06,49,1.08,42,1.05,NA,NA,NA,NA,NA,NA,NA,NA,45.66666667,3.511884584
7/18/13,HF058,42.43780701,-76.26294038,4699158.938,396125.6903,19,0.91,25,0.95,27,0.97,26,0.96,NA,NA,NA,NA,NA,NA,24.25,3.593976442
8/15/13,HF058,42.43780701,-76.26294038,4699158.938,396125.6903,26,0.96,27,0.96,28,0.97,NA,NA,NA,NA,NA,NA,NA,NA,27,1
10/26/13,HF058,42.43780701,-76.26294038,4699158.938,396125.6903,36,1.01,32,0.99,34,1,NA,NA,NA,NA,NA,NA,NA,NA,34,2
11/9/12,HF059,42.43240169,-76.24154281,4698532.773,397876.848,33,0.99,31,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1.414213562
4/19/13,HF059,42.43240169,-76.24154281,4698532.77,397876.85,31,0.98,22,0.93,20,0.91,21,0.92,NA,NA,NA,NA,NA,NA,23.5,5.066228051
5/16/13,HF059,42.43240169,-76.24154281,4698532.77,397876.85,10,0.9,18,0.9,12,0.9,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,4.163331999
6/27/13,HF059,42.43240169,-76.24154281,4698532.773,397876.848,15,0.88,13,0.87,13,0.96,NA,NA,NA,NA,NA,NA,NA,NA,13.66666667,1.154700538
7/18/13,HF059,42.43240169,-76.24154281,4698532.773,397876.848,15,0.88,15,0.88,22,0.93,16,0.89,NA,NA,NA,NA,NA,NA,17,3.366501646
8/15/13,HF059,42.43240169,-76.24154281,4698532.773,397876.848,28,0.97,26,0.96,22,0.93,22,0.93,NA,NA,NA,NA,NA,NA,24.5,3
10/26/13,HF059,42.43240169,-76.24154281,4698532.773,397876.848,24,0.94,27,0.96,23,0.94,NA,NA,NA,NA,NA,NA,NA,NA,24.66666667,2.081665999
11/9/12,HF060,42.43240488,-76.24154851,4698533.134,397876.3843,27,0.96,23,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2.828427125
8/23/12,HF10,42.42162324,-76.24468636,4697339.725,397600.7275,11,0.85,9,0.84,12,0.86,NA,NA,NA,NA,NA,NA,NA,NA,10.666667,1.527525232
8/23/12,HF11,42.42397335,-76.24309262,4697598.759,397735.6651,17,0.9,18,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,0.707106781
9/19/12,HF11,42.42397335,-76.24309262,4697598.759,397735.6651,51,1.09,61,1.14,58,1.12,NA,NA,NA,NA,NA,NA,NA,NA,56.666667,5.131601439
8/23/12,HF12,42.42355292,-76.24526999,4697554.699,397555.854,24,0.94,26,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.414213562
9/6/12,HF12,42.42355292,-76.24526999,4697554.699,397555.854,49,1.08,26,0.96,26,0.94,NA,NA,NA,NA,NA,NA,NA,NA,33.666667,13.27905619
7/18/13,HF12,42.42355292,-76.24526999,4697554.699,397555.854,57,1.12,57,1.12,47,1.07,67,1.07,67,1.07,NA,NA,NA,NA,59,8.366600265
8/23/12,HF13,42.42572643,-76.24909163,4697800.662,397245.0058,42,1.04,40,1.03,47,1.07,NA,NA,NA,NA,NA,NA,NA,NA,43,3.605551275
9/6/12,HF13,42.42572643,-76.24909163,4697800.662,397245.0058,57,1.12,40,1.04,49,1.08,NA,NA,NA,NA,NA,NA,NA,NA,48.666667,8.504900548
11/30/12,HF13,42.42572643,-76.24909163,4697800.662,397245.0058,90,1.27,90,1.27,88,1.26,88,1.26,NA,NA,NA,NA,NA,NA,89,1.154700538
8/23/12,HF14,42.43761926,-76.26321782,4699137.119,396102.956,20,0.92,23,0.94,22,0.93,NA,NA,NA,NA,NA,NA,NA,NA,21.666667,1.527525232
9/19/12,HF14,42.43761926,-76.26321782,4699137.119,396102.956,51,1.09,42,1.04,32,1.02,NA,NA,NA,NA,NA,NA,NA,NA,41.666667,9.504384953
10/24/12,HF14,42.43761926,-76.26321782,4699137.119,396102.956,46,1.06,47,1.07,45,1.06,NA,NA,NA,NA,NA,NA,NA,NA,46,1
11/9/12,HF14,42.43761926,-76.26321782,4699137.119,396102.956,44,1.05,47,1.07,45,1.06,NA,NA,NA,NA,NA,NA,NA,NA,45.333333,1.527525232
11/16/12,HF14,42.43761926,-76.26321782,4699137.119,396102.956,44,1.06,52,1.1,42,1.05,46,1.07,NA,NA,NA,NA,NA,NA,46,4.320493799
11/30/12,HF14,42.43761926,-76.26321782,4699137.119,396102.956,45,1.06,46,1.06,47,1.07,NA,NA,NA,NA,NA,NA,NA,NA,46,1
4/19/13,HF14,42.43761926,-76.26321782,4699137.12,396102.96,43,1.05,44,1.05,46,1.06,NA,NA,NA,NA,NA,NA,NA,NA,44.33333333,1.527525232
5/16/13,HF14,42.43761926,-76.26321782,4699137.12,396102.96,23,0.93,27,0.96,22,0.93,NA,NA,NA,NA,NA,NA,NA,NA,24,2.645751311
6/27/13,HF14,42.43761926,-76.26321782,4699137.119,396102.956,30,0.98,31,0.97,29,0.96,NA,NA,NA,NA,NA,NA,NA,NA,30,1
7/18/13,HF14,42.43761926,-76.26321782,4699137.119,396102.956,24,0.94,20,0.92,24,0.94,NA,NA,NA,NA,NA,NA,NA,NA,22.66666667,2.309401077
8/15/13,HF14,42.43761926,-76.26321782,4699137.119,396102.956,37,1.02,44,1.06,47,1.07,38,1.02,NA,NA,NA,NA,NA,NA,41.5,4.795831523
10/26/13,HF14,42.43761926,-76.26321782,4699137.119,396102.956,51,1.09,48,1.08,48,1.08,NA,NA,NA,NA,NA,NA,NA,NA,49,1.732050808
8/23/12,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,21,0.93,21,0.92,20,0.92,18,0.9,25,0.95,NA,NA,NA,NA,21,2.549509757
9/19/12,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,32,0.99,35,1.01,51,1.09,42,1.04,NA,NA,NA,NA,NA,NA,40,8.445906306
10/24/12,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,49,1.08,50,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,0.707106781
11/9/12,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,70,1.18,61,1.14,71,1.18,NA,NA,NA,NA,NA,NA,NA,NA,67.333333,5.507570547
11/16/12,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,61,1.15,71,1.19,71,1.19,NA,NA,NA,NA,NA,NA,NA,NA,67.666667,5.773502692
11/30/12,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,66,1.16,68,1.17,67,1.16,NA,NA,NA,NA,NA,NA,NA,NA,67,1
4/19/13,HF15,42.43684293,-76.26640487,4699056.13,395839.14,66,1.16,77,1.21,65,1.16,68,1.17,NA,NA,NA,NA,NA,NA,69,5.477225575
5/16/13,HF15,42.43684293,-76.26640487,4699056.13,395839.14,68,1.17,55,1.11,66,1.16,54,1.11,NA,NA,NA,NA,NA,NA,60.75,7.274384281
6/27/13,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,48,1.03,47,1.07,45,0.96,NA,NA,NA,NA,NA,NA,NA,NA,46.66666667,1.527525232
7/18/13,HF15,42.43684293,-76.26640487,4699056.131,395839.1414,61,1.14,64,1.15,63,1.15,NA,NA,NA,NA,NA,NA,NA,NA,62.66666667,1.527525232
8/23/12,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,13,0.87,11,0.85,15,0.88,NA,NA,NA,NA,NA,NA,NA,NA,13,2
9/19/12,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,16,0.89,22,0.93,22,0.93,NA,NA,NA,NA,NA,NA,NA,NA,20,3.464101615
10/24/12,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,35,1.01,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,0.707106781
11/9/12,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,31,0.98,29,0.97,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,30,1
11/16/12,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,32,0.99,36,1.01,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,33.333333,2.309401077
11/30/12,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,32,0.99,33,0.99,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,31.666667,1.527525232
4/19/13,HF16,42.43733067,-76.26705883,4699111.09,395786.16,28,0.95,31,0.98,26,0.95,NA,NA,NA,NA,NA,NA,NA,NA,28.33333333,2.516611478
5/16/13,HF16,42.43733067,-76.26705883,4699111.09,395786.16,11,0.86,18,0.91,13,0.87,11,0.86,NA,NA,NA,NA,NA,NA,13.25,3.304037934
7/18/13,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,12,0.86,13,0.87,12,0.86,NA,NA,NA,NA,NA,NA,NA,NA,12.33333333,0.577350269
8/15/13,HF16,42.43733067,-76.26705883,4699111.092,395786.1611,29,0.97,27,0.96,28,0.97,NA,NA,NA,NA,NA,NA,NA,NA,28,1
8/23/12,HF17,42.43735565,-76.26738648,4699115.323,395761.333,26,0.95,23,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,2.121320344
9/19/12,HF17,42.43735565,-76.26738648,4699115.323,395761.333,42,1.05,43,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,0.707106781
10/24/12,HF17,42.43735565,-76.26738648,4699115.323,395761.333,59,1.13,64,1.15,59,1.13,NA,NA,NA,NA,NA,NA,NA,NA,60.666667,2.886751346
11/9/12,HF17,42.43735565,-76.26738648,4699115.323,395761.333,63,1.15,52,1.1,62,1.14,NA,NA,NA,NA,NA,NA,NA,NA,59,6.08276253
11/16/12,HF17,42.43735565,-76.26738648,4699115.323,395761.333,83,1.23,77,1.21,70,1.18,NA,NA,NA,NA,NA,NA,NA,NA,76.666667,6.506407099
11/30/12,HF17,42.43735565,-76.26738648,4699115.323,395761.333,65,1.16,60,1.14,67,1.16,NA,NA,NA,NA,NA,NA,NA,NA,64,3.605551275
4/19/13,HF17,42.43735565,-76.26738648,4699115.32,395761.33,62,1.15,58,1.13,59,1.13,NA,NA,NA,NA,NA,NA,NA,NA,59.66666667,2.081665999
5/16/13,HF17,42.43735565,-76.26738648,4699115.32,395761.33,44,1.06,52,1.09,53,1.1,65,1.16,NA,NA,NA,NA,NA,NA,53.5,8.660254038
6/27/13,HF17,42.43735565,-76.26738648,4699115.323,395761.333,49,1.08,53,1.1,48,1.07,NA,NA,NA,NA,NA,NA,NA,NA,50,2.645751311
7/18/13,HF17,42.43735565,-76.26738648,4699115.323,395761.333,43,1.05,44,1.05,55,1.11,53,1.1,47,1.07,NA,NA,NA,NA,48.4,5.366563146
8/15/13,HF17,42.43735565,-76.26738648,4699115.323,395761.333,62,1.14,63,1.15,56,1.12,59,1.13,NA,NA,NA,NA,NA,NA,60,3.16227766
8/23/12,HF18,42.4360148,-76.26907661,4698967.457,395618.0146,11,0.86,16,0.89,8,0.83,11,0.85,11,0.86,NA,NA,NA,NA,11.4,2.880972058
10/24/12,HF18,42.4360148,-76.26907661,4698967.457,395618.0146,35,1.01,37,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1.414213562
11/9/12,HF18,42.4360148,-76.26907661,4698967.457,395618.0146,42,1.04,36,1.01,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,38,3.464101615
11/16/12,HF18,42.4360148,-76.26907661,4698967.457,395618.0146,37,1.02,45,1.06,35,1.01,46,1.06,NA,NA,NA,NA,NA,NA,40.75,5.560275773
4/19/13,HF18,42.4360148,-76.26907661,4698967.46,395618.01,42,1.04,41,1.04,33,0.99,32,0.99,41,1.04,NA,NA,NA,NA,37.8,4.868264578
5/16/13,HF18,42.4360148,-76.26907661,4698967.46,395618.01,28,0.97,26,0.95,26,0.96,NA,NA,NA,NA,NA,NA,NA,NA,26.66666667,1.154700538
6/27/13,HF18,42.4360148,-76.26907661,4698967.457,395618.0146,19,0.91,15,0.89,15,0.89,NA,NA,NA,NA,NA,NA,NA,NA,16.33333333,2.309401077
7/18/13,HF18,42.4360148,-76.26907661,4698967.457,395618.0146,14,0.88,18,0.9,19,0.91,NA,NA,NA,NA,NA,NA,NA,NA,17,2.645751311
8/15/13,HF18,42.4360148,-76.26907661,4698967.457,395618.0146,34,1,37,1.02,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,35.66666667,1.527525232
8/23/12,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,12,0.86,10,0.85,12,0.86,NA,NA,NA,NA,NA,NA,NA,NA,11.333333,1.154700538
9/19/12,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,26,0.96,31,0.98,17,0.9,24,0.94,NA,NA,NA,NA,NA,NA,24.5,5.802298395
10/24/12,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,34,1,30,0.98,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,31,2.645751311
11/9/12,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,39,1.03,38,1.03,31,0.98,NA,NA,NA,NA,NA,NA,NA,NA,36,4.358898944
11/16/12,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,41,1.04,37,1.02,39,1.03,NA,NA,NA,NA,NA,NA,NA,NA,39,2
4/19/13,HF19,42.43599225,-76.26934357,4698965.28,395596.02,37,1.02,38,1.02,39,1.03,NA,NA,NA,NA,NA,NA,NA,NA,38,1
5/16/13,HF19,42.43599225,-76.26934357,4698965.28,395596.02,34,1,28,0.97,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,31.33333333,3.055050463
6/27/13,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,26,0.95,22,0.93,22,0.93,NA,NA,NA,NA,NA,NA,NA,NA,23.33333333,2.309401077
7/18/13,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,14,0.87,11,0.86,11,0.85,NA,NA,NA,NA,NA,NA,NA,NA,12,1.732050808
8/15/13,HF19,42.43599225,-76.26934357,4698965.282,395596.0193,39,1.03,39,1.03,37,1.02,NA,NA,NA,NA,NA,NA,NA,NA,38.33333333,1.154700538
8/23/12,HF20,42.43598102,-76.26995411,4698964.786,395545.7827,10,0.85,11,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,0.707106781
10/24/12,HF20,42.43598102,-76.26995411,4698964.786,395545.7827,22,0.93,18,0.9,17,0.9,NA,NA,NA,NA,NA,NA,NA,NA,19,2.645751311
11/9/12,HF20,42.43598102,-76.26995411,4698964.786,395545.7827,35,1.01,31,0.98,23,0.94,29,0.97,NA,NA,NA,NA,NA,NA,29.5,5
11/16/12,HF20,42.43598102,-76.26995411,4698964.786,395545.7827,35,1.01,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0
4/19/13,HF20,42.43598102,-76.26995411,4698964.79,395545.78,37,1.02,35,1.01,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,34.66666667,2.516611478
5/16/13,HF20,42.43598102,-76.26995411,4698964.79,395545.78,19,0.91,20,0.91,21,0.92,NA,NA,NA,NA,NA,NA,NA,NA,20,1
7/18/13,HF20,42.43598102,-76.26995411,4698964.786,395545.7827,14,0.88,13,0.87,18,0.91,NA,NA,NA,NA,NA,NA,NA,NA,15,2.645751311
8/15/13,HF20,42.43598102,-76.26995411,4698964.786,395545.7827,32,0.99,29,0.97,34,1,NA,NA,NA,NA,NA,NA,NA,NA,31.66666667,2.516611478
8/23/12,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,9,0.84,10,0.85,7,0.82,9,0.84,NA,NA,NA,NA,NA,NA,8.75,1.258305739
9/19/12,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,17,0.9,20,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,2.121320344
10/24/12,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,37,1.02,32,0.99,31,0.98,NA,NA,NA,NA,NA,NA,NA,NA,33.333333,3.214550254
11/9/12,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,22,0.92,29,0.97,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,26.666667,4.041451884
11/16/12,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,35,1,29,0.97,33,0.99,NA,NA,NA,NA,NA,NA,NA,NA,32.333333,3.055050463
5/16/13,HF21,42.43589552,-76.2701246,4698955.5,395531.62,20,0.91,20,0.91,27,0.96,28,0.97,NA,NA,NA,NA,NA,NA,23.75,4.34932945
6/27/13,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,20,0.92,17,0.9,15,0.89,NA,NA,NA,NA,NA,NA,NA,NA,17.33333333,2.516611478
7/18/13,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,23,0.94,20,0.92,15,0.88,18,0.9,NA,NA,NA,NA,NA,NA,19,3.366501646
8/15/13,HF21,42.43589552,-76.2701246,4698955.502,395531.6175,29,0.97,26,0.95,28,0.97,NA,NA,NA,NA,NA,NA,NA,NA,27.66666667,1.527525232
8/23/12,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,12,0.86,13,0.87,13,0.87,NA,NA,NA,NA,NA,NA,NA,NA,12.666667,0.577350269
9/19/12,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,25,0.95,31,0.98,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,28.333333,3.055050463
10/24/12,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,41,1.04,40,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,0.707106781
11/9/12,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,43,1.05,39,1.03,40,1.04,NA,NA,NA,NA,NA,NA,NA,NA,40.666667,2.081665999
11/16/12,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,40,1.03,42,1.05,39,1.03,NA,NA,NA,NA,NA,NA,NA,NA,40.333333,1.527525232
11/30/12,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,36,1.01,36,1.01,38,1.02,NA,NA,NA,NA,NA,NA,NA,NA,36.666667,1.154700538
4/19/13,HF22,42.43619828,-76.26609173,4698984.17,395863.83,35,1,33,1.01,40,1.03,NA,NA,NA,NA,NA,NA,NA,NA,36,3.605551275
5/16/13,HF22,42.43619828,-76.26609173,4698984.17,395863.83,19,0.91,17,0.9,22,0.93,NA,NA,NA,NA,NA,NA,NA,NA,19.33333333,2.516611478
6/27/13,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,15,0.89,15,0.89,19,0.9,NA,NA,NA,NA,NA,NA,NA,NA,16.33333333,2.309401077
7/18/13,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,21,0.92,18,0.9,19,0.91,NA,NA,NA,NA,NA,NA,NA,NA,19.33333333,1.527525232
8/15/13,HF22,42.43619828,-76.26609173,4698984.165,395863.8298,34,1,35,1.01,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,33.66666667,1.527525232
8/23/12,HF23,42.43724995,-76.26420303,4699098.627,396020.917,38,1.02,37,1.02,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,37,1
9/19/12,HF23,42.43724995,-76.26420303,4699098.627,396020.917,47,1.07,51,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2.828427125
10/24/12,HF23,42.43724995,-76.26420303,4699098.627,396020.917,48,1.06,41,1.04,45,1.06,NA,NA,NA,NA,NA,NA,NA,NA,44.666667,3.511884584
11/9/12,HF23,42.43724995,-76.26420303,4699098.627,396020.917,48,1.08,47,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,0.707106781
11/16/12,HF23,42.43724995,-76.26420303,4699098.627,396020.917,47,1.07,47,1.07,49,1.08,NA,NA,NA,NA,NA,NA,NA,NA,47.666667,1.154700538
11/30/12,HF23,42.43724995,-76.26420303,4699098.627,396020.917,44,1.05,43,1.05,44,1.06,NA,NA,NA,NA,NA,NA,NA,NA,43.666667,0.577350269
4/19/13,HF23,42.43724995,-76.26420303,4699098.63,396020.92,41,1.04,37,1.02,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,38,2.645751311
4/19/13,HF23,42.43724995,-76.26420303,4699098.63,396020.92,30,0.98,26,0.95,28,0.96,NA,NA,NA,NA,NA,NA,NA,NA,28,2
5/16/13,HF23,42.43724995,-76.26420303,4699098.63,396020.92,23,0.94,25,0.95,20,0.92,NA,NA,NA,NA,NA,NA,NA,NA,22.66666667,2.516611478
